CWNS_NUM,FACILITY_ID,STATE,CURRENT_DESIGN_FLOW,FUTURE_DESIGN_FLOW,FACILITY_NAME,FACILITY_TYPE,CITY,LATITUDE,LONGITUDE,PRIMARY_COUNTY,SECONDARY_COUNTY,PRIMARY_WATERSHED_HUC,PRIMARY_WATERSHED_NAME,SMALL_COMMUNITY_IND,AUTHORITY,PRES_EFFLUENT_TREATMENT_LEVEL,PROJ_EFFLUENT_TREATMENT_LEVEL
27003805001,1231534,MN,0.023,0.023,GHENT WWTP,Collection: Separate Sewers,Ghent,44.52354412,-95.8949357,Lyon,#N/A,07020006,Redwood,Y,"GHENT, CITY OF",Secondary,Secondary
17000012001,1232694,IL,4.95,4.95,MARION STP,Collection: Separate Sewers,Marion,37.722,-88.9281,Williamson,#N/A,07140106,Big Muddy,N,"MARION      ,CITYOF",Advanced,Advanced
29003511001,1233277,MO,0.036,0.036,New Hampton WWTP,Collection: Separate Sewers,New Hampton,40.259359,-94.196692,Harrison,#N/A,10280101,Upper Grand,Y,City of New Hampton,Advanced,Advanced
18000045001,1234169,IN,4,4,PLAINFIELD STP,Treatment Plant,Plainfield,39.6908,-86.396,#N/A,#N/A,#N/A,#N/A,N,PLAINFIELD TOWN COUNCIL,Advanced,Advanced
21000243001,1235506,KY,0.75,0.75,GREENSBURG STP,Collection: Separate Sewers,Greensburg,37.250323,-85.506639,Green,#N/A,05110001,Upper Green,N,GREENSBURG STP,Secondary,Secondary
12000133010,3509124,FL,1,1,Stonecrest WWTF,Collection: Separate Sewers,Summerfield,28.969823,-81.963834,Marion,#N/A,03080102,Oklawaha,N,Marion County,Advanced,Advanced
48004048004,3516419,TX,0.25,0.25,Robson Ranch WWTP,Collection: Separate Sewers,Denton,33.3504,-97.0536,#N/A,#N/A,#N/A,#N/A,N,Denton,Secondary,Secondary
35201200011,3536756,NM,0.2,0.2,"Santa Clara, Pueblo of",Treatment Plant,Santa Clara,35.9711,-106.0892,#N/A,#N/A,#N/A,#N/A,Y,"Santa Clara, Pueblo of",Secondary,Secondary
29002214002,3536976,MO,0.069,0.069,"FCPWSD #3, Charing Cross",Treatment Plant,Villa Ridge,38.470631,-90.859073,#N/A,#N/A,#N/A,#N/A,N,Franklin County PWSD #3,Advanced,Advanced
39000351003,3539996,OH,0.223,0.223,Defiance Co Auglaize River Lagoon WWTP,Collection: Separate Sewers,Defiance,41.213673,-84.449575,#N/A,#N/A,#N/A,#N/A,Y,Defiance County,Secondary,Secondary
35201200031,3540296,NM,0.13,0.13,PAA-KO COMMUNITIES SEWER ASSOCIATION,Treatment Plant,Sandia Park,35.1949,-106.3183,#N/A,#N/A,#N/A,#N/A,Y,Paa-ko Communities Sewer Association,Secondary,Secondary
47000125001,3542560,TN,0.4,0.4,Berry's Chapel Utility District,Treatment Plant,Franklin,35.9747,-86.9121,#N/A,#N/A,#N/A,#N/A,N,Berry's Chapel Utility,Advanced,Advanced
21000307002,372434,KY,1,2,Paintsville Honey Branch WWTP,Treatment Plant,Van Lear,37.7542,-82.7558,Johnson,#N/A,05070203,Lower Levisa,N,HONEY BRANCH REGIONAL STP,Secondary,Secondary
50000200401,410240,VT,0.049,0.049,Cold Brook Fire District No. 1 WWTF,Treatment Plant,Wilmington,42.89781,-72.85709,#N/A,#N/A,#N/A,#N/A,Y,Cold Brook FD#1,Secondary,Secondary
12000140007,411715,FL,1,1,Jerry D. Mitchem WRF at Bob Sykes Industrial Park,Treatment Plant,Crestview,30.7786,-86.5153,Okaloosa,#N/A,03140103,Yellow,N,Okaloosa County Water & Sewer Department,Advanced,Advanced
48001203011,419881,TX,8,8,New Broadway,Treatment Plant,Corpus Christi,27.80288,-97.40103,#N/A,#N/A,#N/A,#N/A,N,CORPUS CHRISTI,Secondary,Secondary
26000173001,1088409,MI,0.2,0.2,SHEPHERD WWSL,Treatment Plant,Shepherd,43.5267,-84.6867,#N/A,#N/A,#N/A,#N/A,N,"SHEPHERD, VILLAGE OF",Secondary,Secondary
26000359004,1088490,MI,0.04,0.04,ALTO STP,Treatment Plant,Alto,42.8488,-85.38,#N/A,#N/A,#N/A,#N/A,N,KENT COUNTY D.P.W.,Secondary,Secondary
26000436001,1088503,MI,0.1,0.1,CLIFFORD STP,Collection: Separate Sewers,Clifford,43.314,-83.1781,#N/A,#N/A,#N/A,#N/A,N,"CLIFFORD     ,THEVILLAGE",Secondary,Secondary
26002147001,1088800,MI,1.2,1.2,GUN LAKE AREA STP,Treatment Plant,Shelbyville,42.5893,-85.5354,#N/A,#N/A,#N/A,#N/A,N,BARRY CO DPW,Advanced,Advanced
25000038001,1092341,MA,18.1,22.8,Haverhill Sewerage Collection System and WWTF,Collection: Separate Sewers,Haverhill,42.75941,-71.061607,Essex,#N/A,01070006,Merrimack River (Legacy),N,Haverhill Water and Wastewater Dept.,Secondary,Secondary
54000302005,1094712,WV,0.3,0.3,BOONE CO PSD - NELLIS WWTP,Collection: Separate Sewers,Danville,38.1029,-81.847,#N/A,#N/A,#N/A,#N/A,Y,BOONE COUNTY PSD,Secondary,Secondary
54001030001,1094780,WV,0.016,0.016,PAGE KINCAID PSD - BEARDS FORK TP,Treatment Plant,Kincaid,38.0759,-81.2326,#N/A,#N/A,#N/A,#N/A,Y,PAGE-KINCAID PSD,Advanced,Advanced
54002508001,1094991,WV,0.3,0.35,MCMECHEN WWTP,Treatment Plant,Mcmechen,39.9826,-80.7356,Marshall,#N/A,05030106,Upper Ohio-Wheeling,N,McMechen Sewage Disposal System,Secondary,Secondary
33000064001,1100954,NH,0.51,0.51,Henniker WWTF,Collection: Pump Stations,Henniker,43.1759,-71.8165,Merrimack,#N/A,01070003,Contoocook,N,HENNIKER BOARD OF SELECTMEN,Secondary,Secondary
01000350001,1102163,AL,3.86,3.64,Muscle Shoals WWTP,Collection: Separate Sewers,Muscle Shoals,34.7582,-87.641,Colbert,#N/A,06030005,Pickwick Lake,N,Utilities Board of Muscle Shoals,Secondary,Secondary
02000331001,1104821,AK,0.997,0.997,Craig WWTP,Collection: Separate Sewers,Craig,55.4774,-133.14,Prince Of Wales-Hyder,#N/A,19010103,Prince of Wales,Y,"Craig, City of",Primary,Primary
05000003004,1104857,AR,8.5,8.5,North Little Rock - White Oak Bayou,Collection: Separate Sewers,North Little Rock,34.799283,-92.334603,Pulaski,#N/A,11110207,Lower Arkansas-Maumelle,N,"North Little Rock, City of",Secondary,Advanced
05000014001,1104879,AR,6,6,Conway - Stone Dam Creek WWTP,Treatment Plant,Conway,35.052776,-92.436386,Faulkner,#N/A,11110203,Lake Conway-Point Remove,N,Conway Corporation,Advanced,Advanced
05000304001,1105131,AR,4,4,Bentonville WWTP,Collection: Pump Stations,Bentonville,36.3895,-94.2036,Benton,#N/A,11070208,Elk,N,"Bentonville, City of",Advanced,Advanced
05000491001,1105275,AR,0.375,0.375,Star City WWTP,Collection: Separate Sewers,Star City,33.9534,-91.8196,Lincoln,#N/A,08040205,Bayou Bartholomew,Y,Star City,Advanced,Advanced
13000178001,1109186,GA,1,1,Tallapoosa WPCP,Treatment Plant,Tallapoosa,33.7722,-85.2964,Haralson,#N/A,03150108,Upper Tallapoosa,N,Tallapoosa,Secondary,Secondary
13000191001,1109201,GA,0.368,0.368,Woodbine WPCP,Treatment Plant,Woodbine,30.960093,-81.707217,#N/A,#N/A,#N/A,#N/A,Y,Woodbine,Secondary,Secondary
13000735001,1109560,GA,0.2,0.2,Norman Park WPCP,Collection: Separate Sewers,Norman Park,31.269333,-83.680806,Colquitt,#N/A,03110204,Little,N,Norman Park,Secondary,Advanced
13000835001,1109659,GA,0.45,0.45,Union Point WPCP,Treatment Plant,Union Point,33.612,-83.0715,Greene,#N/A,03060201,Upper Ogeechee,N,Union Point,Secondary,Secondary
17000161001,1113440,IL,3.2,3.2,ADDISON WWTP SOUTH,Treatment Plant,Addison,41.9209,-87.9751,DuPage,#N/A,07120004,Des Plaines,N,"ADDISON, VILLAGE OF",Advanced,Advanced
17000178001,1113455,IL,0.2,0.2,LOVINGTON STP,Collection: Separate Sewers,Lovington,39.7145,-88.6309,#N/A,#N/A,#N/A,#N/A,N,"LOVINGTON, VILL OF",Advanced,Advanced
17000249001,1113527,IL,0.965,0.965,MILLSTADT STP,Collection: Separate Sewers,Millstadt,38.4586,-90.088,#N/A,#N/A,#N/A,#N/A,N,"MILLSTADT     ,VILLAGEOF",Advanced,Advanced
17000326001,1113594,IL,0.22,0.22,TREMONT STP,Collection: Separate Sewers,Tremont,40.5211,-89.4956,#N/A,#N/A,#N/A,#N/A,N,"TREMONT, VILLAGE OF",Secondary,Secondary
39005855003,3367350,OH,0.012,0.012,Auglaize Co Arrowhead Estates WWTP,Treatment Plant,Uniopolis,40.5999,-84.1112,#N/A,#N/A,#N/A,#N/A,Y,AUGLAIZE CO COMMISSIONERS,Advanced,Advanced
08000115701,3418722,CO,0.36,0.36,Eagle WWTF,Treatment Plant,Vail,39.6418034,-106.3944114,#N/A,#N/A,#N/A,#N/A,N,"EAGLE, TOWN OF",Secondary,Secondary
54000901001,3507788,WV,0.2,0.75,WEST UNION WWTP,Collection: Combined Sewers,West Union,39.297,-80.782,Doddridge,#N/A,05030201,Little Muskingum-Middle Island,Y,Town of West Union,Secondary,Secondary
51000999998,3509197,VA,0.25,0.25,Dutoy Creek WWTP,Collection: Separate Sewers,Powhatan,37.5117,-77.77454,#N/A,#N/A,#N/A,#N/A,N,Powhatan County,Secondary,Secondary
48000018004,3515178,TX,0.75,0.75,McGee Bend Regional WWTP,Treatment Plant,Lufkin,31.0991,-94.0145,#N/A,#N/A,#N/A,#N/A,N,ANGELINA NECHES RA,Secondary,Secondary
18080000022,3520481,IN,0.3,0.3,Caslon WWTP,Treatment Plant,Bloomington,39.014,-86.5319,#N/A,#N/A,#N/A,#N/A,Y,SOUTH CENTRAL RSD,Advanced,Advanced
47001540001,3521037,TN,0.075,0.075,W & WW Authority of Wilson County,Water Reuse,Lebanon,36.1266,-86.4641,#N/A,#N/A,#N/A,#N/A,N,Water & WW Authority of Wilson County,Secondary,Secondary
08201200018,3527056,CO,1.03,1.03,"Las Animas, City of WWTP",Water Reuse,Las Animas,38.048056,-103.304167,Bent,#N/A,11020009,Upper Arkansas-John Martin Reservoir,N,"Las Animas, City of",Secondary,Advanced
12000104007,3527476,FL,0.2,0.2,Port of the Islands - WRF,Treatment Plant,Naples,26.0631,-81.6991,Collier,#N/A,03090204,Big Cypress Swamp,N,Port of the Islands Community Improvement District,Advanced,Advanced
29002214014,3537397,MO,0.008,0.008,"FCPWSD #3, Martin's Field",Collection: Separate Sewers,Villa Ridge,38.477583,-90.8831,Franklin,#N/A,07140103,Bourbeuse,N,Franklin County PWSD NO. 3,Advanced,Advanced
29003742002,3537676,MO,1.87,1.87,Troy Southeast WWTP,Treatment Plant,Troy,38.965746,-90.934115,Lincoln,#N/A,07110008,Cuivre,N,City of Troy,Advanced,Advanced
17001019001,2865000,IL,3.3,3.3,LaSalle South WWTP,Collection: Combined Sewers,La Salle,41.3239,-88.705,La Salle,#N/A,07120005,Upper Illinois,N,City of LaSalle,Secondary,Secondary
37004213001,2878624,NC,8.34,8.34,ROANOKE RAPIDS S.D.,Collection: Separate Sewers,Weldon,36.435736,-77.611069,Halifax,#N/A,03010107,Lower Roanoke,N,Roanoke Rapids Sanitary District,Advanced,Advanced
22003274001,2906542,LA,2.2,2.2,LULING STP,Collection: Pump Stations,Luling,29.8792,-90.3597,St. Charles,#N/A,08090301,East Central Louisiana Coastal,N,ST. CHARLES PARISH COUNCIL,Secondary,Secondary
20000970001,2919193,KS,0.01,0.01,AL CO RWD #13 WWTP PETROLIA,Treatment Plant,Chanute,37.7456,-95.4679,#N/A,#N/A,#N/A,#N/A,N,ALLEN COUNTY RWD # 13 BOARD OF COMMISSIONERS,Secondary,Secondary
20000962001,2919249,KS,0.003,0.003,EMPORIA LAKE KAHOLA WWTP,Treatment Plant,Council Grove,38.5276,-96.4137,#N/A,#N/A,#N/A,#N/A,N,"EMPORIA      ,CITYOF",Secondary,Secondary
39005051006,3129628,OH,0.01,0.01,Sewer District #9,Treatment Plant,Hinckley,41.2303,-81.7409,#N/A,#N/A,#N/A,#N/A,N,MEDINA COUNTY COMM SD 9,Advanced,Advanced
27044000029,3327311,MN,0.021,0.021,EFFIE WWTF,Collection: Separate Sewers,Effie,47.84,-93.6428,#N/A,#N/A,#N/A,#N/A,Y,"EFFIE, CITY OF",Secondary,Secondary
40000353001,1172633,OK,2,2,ANADARKO PWA WWT,Collection: Separate Sewers,Anadarko,35.0923,-98.2232,Caddo,#N/A,11130302,Upper Washita,Y,ANADARKO PWA,Secondary,Secondary
40000615001,1172788,OK,0.14,0.14,WRIGHT CITY WWT,Treatment Plant,Wright City,34.0516,-94.992,McCurtain,#N/A,11140107,Upper Little,Y,WRIGHT CITY PWA,Advanced,Advanced
40000634001,1172795,OK,0.75,0.75,MADILL PWA WWT,Collection: Separate Sewers,Madill,34.1006,-96.7718,#N/A,#N/A,#N/A,#N/A,Y,MADILL PUBLIC WORKS AUTHORITY,Advanced,Advanced
40000642001,1172800,OK,1.67,1.67,PRYOR CREEK WWT,Collection: Separate Sewers,Pryor,36.2688,-95.3392,#N/A,#N/A,#N/A,#N/A,Y,"PRYOR CREEK, CITY OF",Advanced,Advanced
06001050001,1175216,CA,0.04,0.04,CALPELLA WWTP,Treatment Plant,Calpella,39.2247,-123.2039,#N/A,#N/A,#N/A,#N/A,Y,Calpella County Water District,Secondary,Secondary
06003004001,1175375,CA,5.1,5.1,San Luis Obispo WRF,Collection: Separate Sewers,San Luis Obispo,35.286685,-120.660095,San Luis Obispo,#N/A,18060006,Central Coastal,N,"San Luis Obispo, City of",Advanced,Advanced
22003077001,1168342,LA,0.05,0.05,GRAND CANE STP,Collection: Separate Sewers,Grand Cane,32.0866,-93.816,#N/A,#N/A,#N/A,#N/A,N,"GRAND CANE, CITY OF",Secondary,Secondary
49000051001,1170406,UT,2,3,HEBER VALLEY SSD,Treatment Plant,Midway,40.5069,-111.4125,Wasatch,#N/A,16020203,Provo,N,HEBER VALLEY SSD,Secondary,Advanced
49000146001,1170491,UT,4,6,SNYDERVILLE WRD - EAST CANYON,Treatment Plant,Park City,40.7569,-111.5641,Summit,#N/A,16020102,Lower Weber,Y,SNYDERVILLE BASIN SID (E CNYN),Advanced,Advanced
40000091001,1172503,OK,0.025,0.025,MARBLE CITY WWT,Collection: Separate Sewers,Marble City,35.5729,-94.8274,Sequoyah,#N/A,11110104,Robert S. Kerr Reservoir,N,MARBLE CITY,Secondary,Secondary
40000684001,1172824,OK,0.11,0.11,DEWAR WWT,Treatment Plant,Dewar,35.4673,-95.946,#N/A,#N/A,#N/A,#N/A,Y,DEWAR PUBLIC WORKS AUTHORITY,Secondary,Secondary
06003021001,1175388,CA,9.8,9.8,Goleta Sanitary District Water Resource Recovery Facility,Water Reuse,Goleta,34.4246,-119.8361,Santa Barbara,#N/A,18060013,Santa Barbara Coastal,N,GOLETA SANITARY DISTRICT,Advanced,Advanced
06005031001,1175553,CA,3,3,OLIVEHURST WWTF,Collection: Separate Sewers,Olivehurst,39.065148,-121.550546,Yuba,#N/A,18020159,Honcut Creek-Lower Feather River,N,Olivehurst Public Utility District,Advanced,Advanced
06007007001,1175913,CA,1.73,1.73,CALIPATRIA WWTF,Treatment Plant,Calipatria,33.147532,-115.54533,#N/A,#N/A,#N/A,#N/A,Y,"Calipatria, City of",Secondary,Secondary
06009020001,1176052,CA,0.4,0.4,Whispering Palms WPCF,Treatment Plant,Rancho Santa Fe,33.008124,-117.190433,#N/A,#N/A,#N/A,#N/A,N,Whispering Palms Community Services District,Secondary,Secondary
20000625001,1130355,KS,2.5,2.5,JUNCTION CITY EAST WWTP,Collection: Separate Sewers,Junction City,39.04519,-96.81856,Geary,#N/A,10250017,Lower Republican,N,"JUNCTION CITY, CITY OF",Advanced,Advanced
29001042001,1133323,MO,0.405,0.405,Willow Springs WWTP,Collection: Separate Sewers,Willow Springs,36.967274,-91.939838,#N/A,#N/A,#N/A,#N/A,Y,City of Willow Springs,Advanced,Advanced
29001067001,1133349,MO,0.1,0.1,Oregon WWTP,Collection: Separate Sewers,Oregon,39.9871,-95.1433,Holt,#N/A,10240005,Tarkio-Wolf,Y,City of Oregon,Advanced,Advanced
72000002007,424287,PR,1.5,1.5,Ciales WWTP,Collection: Separate Sewers,Ciales,18.3466,-66.4682,Morovis,#N/A,21010002,Cibuco-Guajataca,N,PRASA,Secondary,Secondary
72000002008,424295,PR,1.25,1.25,Corozal WWTP,Treatment Plant,Corozal,18.345556,-66.327778,Corozal,#N/A,21010002,Cibuco-Guajataca,N,PRASA,Secondary,Secondary
29004012000,451330,MO,0.075,0.075,Rocky Mount Sewer District WWTP,Treatment Plant,Rocky Mount,38.263049,-92.714447,Morgan,#N/A,10290109,Lake Of The Ozarks,Y,Rocky Mount S.D.,Advanced,Advanced
29002212006,484145,MO,0.022,0.022,Cobblestone WWTP,Treatment Plant,Washington,38.522414,-91.048699,#N/A,#N/A,#N/A,#N/A,N,Franklin County PWSD No. 1,Advanced,Advanced
22003066001,1237421,LA,0.13,0.13,CLAYTON LAGOON,Collection: Pump Stations,Clayton,31.7113,-91.5446,Concordia,#N/A,08040306,Bayou Cocodrie,N,TOWN OF CLAYTON,Advanced,Advanced
56000063001,1238682,WY,0.04,0.04,BURNS LAGOON,Collection: Separate Sewers,Burns,41.1855,-104.3615,#N/A,#N/A,#N/A,#N/A,N,"BURNS, TOWN OF",Secondary,Secondary
06005082001,1238818,CA,0.58,0.58,West Point STP,Collection: Separate Sewers,San Andreas,38.3792,-120.4533,#N/A,#N/A,#N/A,#N/A,Y,Calaveras County Water District,Secondary,Secondary
01000211001,1239401,AL,1.07,1.07,ASHLAND WWTP,Collection: Separate Sewers,Ashland,33.2742,-85.8101,Clay,#N/A,03150109,Middle Tallapoosa,N,"Ashland, City of",Secondary,Secondary
39000035601,2806101,OH,0.005,0.005,Nashville WWTP and Sewers,Collection: Separate Sewers,Nashville,40.596111,-82.113056,#N/A,#N/A,#N/A,#N/A,Y,Village of Nashville,Secondary,Secondary
39000037003,2806102,OH,0.022,0.022,Holmes Co Mount Hope WWTP & Sewers,Treatment Plant,Mount Hope,40.6247,-81.7802,#N/A,#N/A,#N/A,#N/A,N,HOLMES CO HEALTH DEPT,Advanced,Advanced
12000273001,2812460,FL,0.12,0.15,Greenville WWTP,Collection: Separate Sewers,Greenville,30.4514,-83.6239,Madison,#N/A,03110103,Aucilla,N,Greenville,Advanced,Advanced
20000448001,2919217,KS,0.008,0.008,RL CO S D DEEP CREEK WWTP,Treatment Plant,Manhattan,39.1282,-96.4962,#N/A,#N/A,#N/A,#N/A,N,RILEY COUNTY COMMISSION,Secondary,Secondary
35000030005,2925430,NM,1.4,1.4,Los Alamos County Wastewater Treatment Facility,Treatment Plant,Los Alamos,35.88747,-106.24622,Santa Fe,#N/A,13020101,Upper Rio Grande,N,Los Alamos County,Secondary,Secondary
02000500001,2968206,AK,0.1,0.1,Naknek Lagoon,Collection: Separate Sewers,Naknek,58.724593,-157.050762,#N/A,#N/A,#N/A,#N/A,N,Bristol Bay Borough,Secondary,Secondary
12000136009,3013602,FL,0.34,0.34,Key Colony Beach STP,Water Reuse,Key Colony Beach,24.7252,-81.0217,#N/A,#N/A,#N/A,#N/A,N,KEY COLONY BEACH,Advanced,Advanced
20001346001,3084849,KS,0.075,0.075,FI CO SD #2 (SOUTHWIND) WWTP,Treatment Plant,Garden City,37.9314,-100.8314,#N/A,#N/A,#N/A,#N/A,N,FINNEY COUNTY COMMISSION,Secondary,Secondary
02000500019,3086289,AK,0.1,0.1,Kipnuk Lagoon,Treatment Plant,Kipnuk,59.929899,-164.063956,#N/A,#N/A,#N/A,#N/A,N,Kipnuk Traditional Council,Secondary,Secondary
48001047001,3148232,TX,0.4,0.4,Harris Co MUD #216 WWTP,Treatment Plant,Houston,29.782611,-95.67725,#N/A,#N/A,#N/A,#N/A,N,HARRIS CO MUD #216,Secondary,Secondary
55003220002,1206459,WI,0.61,0.61,MOUNT HOREB STP,Treatment Plant,Mount Horeb,42.9773,-89.7355,#N/A,#N/A,#N/A,#N/A,Y,"Mount Horeb, Village of",Advanced,Advanced
55003300001,1206472,WI,0.46,0.46,NEKOOSA WWTP,Collection: Separate Sewers,Nekoosa,44.293442,-89.892797,Wood,#N/A,07070001,Upper Wisconsin,Y,"NEKOOSA, CITY OF",Advanced,Advanced
04000905001,1069393,AZ,0.84,0.84,Thatcher WWTF,Treatment Plant,Thatcher,32.869243,-109.764447,#N/A,#N/A,#N/A,#N/A,Y,"Thatcher, Town of",Advanced,Advanced
04002101010,1069579,AZ,0.06,0.06,Queen Valley WWTF,Collection: Separate Sewers,Pine,33.286988,-111.328154,#N/A,#N/A,#N/A,#N/A,N,Queen Valley Sanitary District,Advanced,Advanced
09000340001,1071806,CT,15.5,15.5,DANBURY WPCF,Treatment Plant,Danbury,41.404251,-73.41925,Fairfield,#N/A,01100005,Housatonic,N,DANBURY CITY OF,Advanced,Advanced
09001280001,1071926,CT,3.8,3.8,SIMSBURY WPCF,Collection: Separate Sewers,Simsbury,41.87,-72.8017,Hartford,#N/A,01080207,Farmington,N,SIMSBURY SEWER COMM,Advanced,Advanced
34007119001,1073868,NJ,0.337,0.34,Wrightstown Borough MUA - CS/STP,Collection: Separate Sewers,Wrightstown,40.03796638,-74.61349422,Burlington,#N/A,02040201,Crosswicks-Neshaminy,N,Wrightstown MUA,Secondary,Advanced
12000099010,1078240,FL,8,8,BCUD/South Beaches WWTF,Collection: Separate Sewers,Melbourne Beach,28.0423,-80.5456,Brevard,#N/A,03080101,Upper St. Johns,N,Brevard County,Advanced,Advanced
12000109001,1078256,FL,0.4,0.4,Havana WWTF,Treatment Plant,Havana,30.6142,-84.4136,#N/A,#N/A,#N/A,#N/A,N,Town of Havana,Advanced,Advanced
24000093001,1238387,MD,0.137,0.137,VIENNA WWTP,Treatment Plant,Vienna,38.4851,-75.8224,Dorchester,#N/A,02080109,Western Lower Delmarva,N,TOWN OF VIENNA,Secondary,Secondary
54005301001,1239034,WV,0.15,0.2,ELIZABETH WWTP,Collection: Separate Sewers,Elizabeth,39.0665,-81.3993,Wirt,#N/A,05030203,Little Kanawha,Y,TOWN OF ELIZABETH,Secondary,Secondary
30300265001,2835248,MT,0.05,0.05,ROBERTS (CARBON CO. COMM),Collection: Separate Sewers,Roberts,45.3577,-109.1688,#N/A,#N/A,#N/A,#N/A,N,CARBON COUNTY COMMISSIONERS (ROBERTS),Secondary,Secondary
48001093001,2864440,TX,0.025,0.025,West Point WWTP,Treatment Plant,La Grange,29.9537,-97.0261,#N/A,#N/A,#N/A,#N/A,N,FAYETTE COUNTY,Secondary,Secondary
48003080002,2884102,TX,1.24,1.24,Dove Springs WWTP,Treatment Plant,Georgetown,30.6319,-97.6339,#N/A,#N/A,#N/A,#N/A,N,GEORGETOWN,Secondary,Secondary
35000062001,2923504,NM,3,3,"LOVINGTON, CITY OF ",Treatment Plant,Lovington,32.9739,-103.1667,Lea,#N/A,12080003,Monument-Seminole Draws,N,"LOVINGTON, CITY OF",Secondary,Secondary
34008121002,3107612,NJ,0.6,0.6,Allamuchy Township MUA - CS/STP,Treatment Plant,Great Meadows,40.91141014,-74.86088957,Warren,#N/A,02040105,Middle Delaware-Musconetcong,N,Allamuchy Township,Secondary,Advanced
48001117003,3148190,TX,0.34,0.34,Harris Co MUD # 130 WWTP,Treatment Plant,Houston,29.895327,-95.60612,#N/A,#N/A,#N/A,#N/A,N,HARRIS CO MUD #130,Secondary,Secondary
48071120001,3150332,TX,0.56,0.56,NW Harris Co MUD #29 WWTP,Treatment Plant,Houston,29.91054,-95.60554,#N/A,#N/A,#N/A,#N/A,N,NW HARRIS CO MUD #29,Secondary,Secondary
31000203001,1230173,NE,0.05,0.05,ODELL WWTP,Treatment Plant,Odell,40.0436,-96.7911,Gage,#N/A,10270202,Middle Big Blue,N,Village of Odell,Secondary,Secondary
20000131001,1230854,KS,0.059,0.059,DEXTER WWTP,Treatment Plant,Dexter,37.1722,-96.7246,#N/A,#N/A,#N/A,#N/A,N,"DEXTER, CITY OF",Secondary,Secondary
27044000032,3327485,MN,0.04,0.04,BLOMKEST WWTF,Collection: Separate Sewers,Blomkest,44.98074925,-95.03103116,#N/A,#N/A,#N/A,#N/A,N,"BLOMKEST, CITY OF",Secondary,Secondary
31001120001,3342077,NE,0.01,0.01,HARBINE WWTP,Treatment Plant,Jansen,40.1831,-96.9731,Jefferson,#N/A,10270202,Middle Big Blue,N,"HARBINE, VILLAGE OF",Secondary,Secondary
54004109001,3384770,WV,0.018,0.018,COMA PSD - HELEN WWTP,Collection: Separate Sewers,Helen,37.6311,-81.3164,#N/A,#N/A,#N/A,#N/A,N,CRAB ORCHARD MACARTHUR PSD,Secondary,Secondary
05000051003,3501300,AR,0.1,0,Fairfield Bay - Hamilton Hills WWTP,Collection: Pump Stations,Fairfield Bay,35.57659,-92.27775,Van Buren,#N/A,11010014,Little Red,Y,Fairfield Bay Wastewater,Secondary,0
05000058001,3501346,AR,0.2,0.2,Horseshoe Bend - White Oak WWTP,Treatment Plant,Horseshoe Bend,36.2097,-91.7569,Izard,#N/A,11010012,Strawberry,Y,Horseshoe Bend,Advanced,Advanced
05000055002,3501362,AR,1,1,Hot Springs Village - Mill Creek,Treatment Plant,Hot Springs Village,34.6767,-92.9649,#N/A,#N/A,#N/A,#N/A,N,Hot Springs Village POA,Advanced,Advanced
24000042006,3502145,MD,0.3,0.3,Swan Point WWTP,Treatment Plant,Issue,38.5569,-76.9501,#N/A,#N/A,#N/A,#N/A,N,Charles County Department of Utilities,Advanced,Advanced
34002492002,3505220,NJ,3.85,3.85,Raritan Township MUA -Flemington WWTF - STP,Treatment Plant,Raritan,40.51899316,-74.84738843,Hunterdon,#N/A,02030105,Raritan,N,Raritan Township MUA,Secondary,Secondary
26000163001,1088400,MI,0.61,0.61,BAD AXE WWTP,Treatment Plant,Bad Axe,43.8075,-82.9945,#N/A,#N/A,#N/A,#N/A,N,"BAD AXE, CITY OF",Secondary,Secondary
26000344001,1088485,MI,12,12,HOLLAND WTF,Treatment Plant,Holland,42.7957,-86.1091,#N/A,#N/A,#N/A,#N/A,N,"HOLLAND, CITY OF",Advanced,Advanced
26000727002,1088628,MI,45.9,45.9,YCUA WWTP,Treatment Plant,Ypsilanti,42.2249,-83.5537,Washtenaw,#N/A,04090005,Huron,N,YCUA REGIONAL WWTP,Advanced,Advanced
26001112001,1088683,MI,3,3,LEONI TWP STP,Treatment Plant,Michigan Center,42.2327,-84.2594,Jackson,#N/A,04050004,Upper Grand,N,LEONI TWP WWTP,Secondary,Secondary
26003072001,1088878,MI,0.5,0.5,GWINN SEWAGE LAGOON,Treatment Plant,Gwinn,46.2761,-87.4436,Marquette,#N/A,04030110,Escanaba,N,FORSYTH TOWNSHIP,Secondary,Secondary
25000031001,1092333,MA,3.77,3.77,Southbridge Sewerage Collection System and WWTF,Treatment Plant,Southbridge,42.0701,-72.0061,Worcester,#N/A,01100001,Quinebaug,N,Southbridge Wastewater Department,Secondary,Secondary
25000059001,1092362,MA,15.5,15.5,Chicopee Sewerage Collection System and WPCF,Collection: Pump Stations,Chicopee,42.15376,-72.62166,Hampden,#N/A,01080204,Chicopee,N,Chicopee Water Pollution Control,Secondary,Advanced
25000191001,1092475,MA,0.49,0.49,Stockbridge Sewerage Collection System and WWTF,Collection: Separate Sewers,Stockbridge,42.300389,-73.326,#N/A,#N/A,#N/A,#N/A,N,Stockbridge Sewer Dept.,Advanced,Advanced
